Iteration,MCC
1,-0.024352561423972623
2,-0.05045523364216466
3,0.04044683928903771
4,0.028108636475369812
5,-0.06634724615947343
6,-0.04195657360129963
7,-0.028177890046798316
8,0.008694843813381611
9,-0.01663438686080602
10,0.009303156573543863
11,-0.006464441395391512
12,-0.010126473839379955
13,-0.03381938723410773
14,-0.025402716073174136
15,-0.04000828757899099
16,-0.00023673309536994714
17,-0.03985173197482345
18,-0.0641854955516175
19,-0.0072803629237670866
20,-0.014544197108147777
