Iteration,MCC
1,0.08564288806966652
2,-0.1490394469286583
3,-0.1299096782027332
4,0.013108188792803366
5,-0.05445387929793591
6,0.026729049247855217
7,0.024549516051520587
8,0.003864386724399412
9,0.09521272562373152
10,-0.04008311976647353
11,-0.028759450977519165
12,-0.11072032607253694
13,-0.08997458493485529
14,0.008850600988830526
15,-0.02532572663872007
16,-0.020557607444957392
17,0.043645869079616685
18,0.06310516734958779
19,0.059972726360133
20,0.0666490673737819
