Iteration,MCC
1,-0.1871478131398818
2,-0.15709679386270697
3,-0.14529388371372534
4,-0.06129182572334182
5,-0.029162276710922842
6,-0.12278789204888851
7,0.04859086850164083
8,-0.11380932715271955
9,0.0734670569221171
10,-0.13991494268389745
11,-0.07944063911745562
12,-0.055335913901946455
13,-0.06797239633575111
14,-0.00242211842114188
15,-0.06622970507910622
16,0.17416774253299885
17,-0.013323525221021136
18,-0.16521564531746696
19,-0.12392775412911677
20,0.14350607049868166
