SMILES,Agonist_Activity
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)S(=O)(=O)C3=CC=C(C=C3)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC=C(C=C3)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC=CC(=C3)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC=CC=C3C(C)(C)C,Active
CC1=CC(=CC=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Inactive
CCC1=CC(=CC=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Inactive
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC=CC(=C3)C(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC=C3)N(C)C,Inactive
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC=C3)N4CCCC4,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC=C3)N4CCCCC4,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC=C3)N4C=CC=C4,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)C(C)(C)C,Active
CCOC1=NC(=NC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C)OCC,Inactive
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)N)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)NC)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)N(C)C,Active
CCCCNC1=CC(=CC(=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCCCN(CCCC)C1=CC(=CC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)O,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OC,Active
CCCCOC1=CC(=CC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)C#N,Active
B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=C2)NC(=O)C3=C(N(N=N3)C4=C(C=CC(=C4)OC)OC)C)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)C4=NNN=N4,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)N)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)NC(=O)C)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)NC)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)N(C)C)C(C)(C)C,Active
CCCCNC1=C(C=C(C=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)O)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=C(C=C3)OC)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)NC(=O)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)NC(=O)OC(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)O,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OC,Active
CCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCCCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCCCCCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCCCO,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCN(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCN4CCOCC4,Active
CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C,Active
CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C,Active
CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)F)C,Active
CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)Cl)C,Active
CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3)C,Active
CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3OC)C,Active
CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(N=CC=C3)OC)C,Active
CCCCOC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC(=CC=C3)OC)C,Active
CC1=CC=C(C=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Inactive
CC1=CC(=C(C=C1)OC)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCOCCOCCOCCO,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OC(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCC#N,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCCN(C)C,Inactive
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCCN4CCOCC4,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCCCCCCCI,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCCCI,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCC(=O)OC(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)Cl)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCC(=O)O,Active
CCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCCC(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCC(C)(C)C,Active
CCC(C)COC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCC(CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=C(C=CC(=C3)C(C)(C)C)OCC(C)C,Active
CCCC(CCC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCCC(CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)NC(=O)CCC(=O)O)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)N4C(=O)CCC4=O,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)NCC(=O)OC(C)(C)C)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)NCC(=O)O)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)N=C=S,Active
CCCCN(C1=CC(=CC(=C1)C(C)(C)C)OCCCC)C(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)Cl)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCI,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCC#C,Active
CCCCCCCCOC1=CC(=CC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCCI,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCCBr,Active
CC1=C(N=NC1C2=C(C=CC(=C2)OC)OC)C(=NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCCOC4=CC(=CC(=C4)NC(=O)C5=C(N(N=N5)C6=C(C=CC(=C6)OC)OC)C)C(C)(C)C)N,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCCCl,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCCO,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCCCCCC=O,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCOCCOCCOCCOC,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OC4=CC(=NC=C4)C(=O)NC,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCC(=O)OC,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCCC(=O)O,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCC(=O)OC(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OCCOCCOCCOCCNC(=O)OC(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)Br,Active
CC1=C(N=NN1C2=CC=C(C=C2)OC)C(=O)NC3=CC(=C(C=C3)NC(=O)C)C(C)(C)C,Active
CC1=CC(=C(C=C1)OC)NC(=O)C2=C(N(N=N2)C3=CC=C(C=C3)OC)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)Cl)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)Cl)OC)C(=O)NC3=CC(=CC(=C3)N)C(C)(C)C,Active
CCCCNC1=CC(=CC(=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)Cl)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)O,Active
CC1=C(N=NN1C2=C(C=CC(=C2)Cl)OC)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OC,Active
CCCCOC1=CC(=CC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C)C(C)(C)C,Active
CCCC(CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C,Active
CCCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C,Active
CCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)Cl)OC)C,Active
CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=C(C=C3)O)C(C)(C)C)C,Active
CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=C(C=C3)OC)C(C)(C)C)C,Active
CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)C(C)(C)C)C,Active
CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=CC(=C3)N)C(C)(C)C)C,Active
CCCCNC1=CC(=CC(=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C,Active
CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)O)C,Active
CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C(=O)NC3=CC(=CC(=C3)C(C)(C)C)OC)C,Active
CCCCOC1=CC(=CC(=C1)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C)C(C)(C)C,Active
CCCC(CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C,Active
CCCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C,Active
CCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)C)OC)C,Active
CCCC(CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3OC)C,Active
CCCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3OC)C,Active
CCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3OC)C,Active
CCCC(CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCCC(C)OC1=C(C=C(C=C1)C(C)(C)C)C(=O)NC2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCC(C)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC=CC=C3OC)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)SC3=CC=C(C=C3)NC(=O)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)NC(=O)NC3=CC=CC(=C3)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)C(=O)NS(=O)(=O)C3=CC=C(C=C3)C(C)(C)C,Inactive
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)S(=O)(=O)NC3=CC=CC(=C3)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)NS(=O)(=O)C3=CC=C(C=C3)C(C)(C)C,Active
CC1=C(N=NN1C2=C(C=CC(=C2)OC)OC)N(S(=O)(=O)C3=CC=C(C=C3)C(C)(C)C)S(=O)(=O)C4=CC=C(C=C4)C(C)(C)C,Active
CCC[C@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCC[C@@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCC[C@H](CC)OC1=CC=CC=C1NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCC[C@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCC[C@H](CC)OC1=C(C=C(C=C1)C(=O)O)NC(=O)C2=C(N(N=N2)C3=C(C=CC(=C3)OC)OC)C,Active
CCC[C@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC(=C(C=C3OC)OC)OC)C,Active
CCC[C@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC(=C(C=C3OC)F)OC)C,Active
CCC[C@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC(=C(C=C3OC)OC)OC)C,Active
CCC[C@H](CC)OC1=C(C=C(C=C1)C(C)(C)C)NC(=O)C2=C(N(N=N2)C3=CC(=C(C=C3OC)Cl)Cl)C,Active
