Iteration,MCC
1,0.04354441101586176
2,0.07982539260704863
3,-0.0547681268536215
4,0.010085927835018169
5,-0.01094205801682092
6,-0.036777245908196046
7,-0.003690335034980546
8,0.03624870626891976
9,0.07943039520090325
10,0.11235164884048207
11,0.04025563113431414
12,0.1359974887340865
13,-0.06909874910284776
14,-0.04208946142646589
15,-0.07373109661470933
16,-0.08586725752387046
17,0.08557158987570675
18,0.16845721842340058
19,-0.05671707928295297
20,0.08131508683296225
