Iteration,MCC
1,-0.038515460550627496
2,0.07596086962318875
3,-0.0008554210388176382
4,0.08320286669667573
5,-0.12337560942923545
6,0.09027181694058001
7,-0.008362824007280242
8,0.08739990463835005
9,0.004345073685726633
10,0.009794188823877063
11,0.01396202874691514
12,-0.057826462224072346
13,0.09963481740292336
14,-0.02180950197925595
15,-0.059889865496882175
16,-0.03624880605431478
17,0.002108099932744714
18,-0.057692145819700634
19,-0.08827341955390222
20,0.02993924754260479
