Iteration,MCC
1,0.014986554301113116
2,-0.023077960318765856
3,-0.019637100420155776
4,-0.02094989701635665
5,-0.02996453949905871
6,-0.010603580580277881
7,-0.037955887440490825
8,-0.00775074542789452
9,-0.04888174370870525
10,-0.015934000390112273
11,0.023963721099574384
12,0.0015700453275656104
13,0.058310929901792576
14,0.005983808520774647
15,-0.05961013864854586
16,-0.06835314949284878
17,-0.021613641119032457
18,-0.017753327371369552
19,0.0004925343792376466
20,0.06528647515147207
