Iteration,MCC
1,0.07729954852138428
2,0.01692207532040598
3,0.14011695441313402
4,0.037219937870314766
5,0.01473719911990223
6,0.013829560071753328
7,0.05303230213588033
8,-0.017627172507845085
9,-0.05499611571065053
10,0.10347783275323696
11,-0.09818750569884878
12,0.07554259493920937
13,-0.021528109179083016
14,-0.0693350691118737
15,0.012000764311146087
16,0.00441182075493752
17,-0.030521953509394056
18,0.03219352617734652
19,0.017917626117662424
20,0.03894169589612443
