Iteration,MCC
1,-0.017258070654740214
2,-0.012164466252423156
3,0.0070993355290265275
4,-0.0013228681480457359
5,-0.002523066160091813
6,0.05446380091504515
7,-0.03192071841066902
8,0.004297811063246143
9,-0.0334870125351442
10,0.026087472203674727
11,-0.020492990824654094
12,-0.004349416743302782
13,-0.058433270610847084
14,-0.003555280229930625
15,0.006402477623599967
16,0.019458003362061087
17,-0.011728465138258815
18,-0.020150344920746622
19,-0.029538321607650422
20,-0.03559730571320437
