Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB maestra,ID_concatenada,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,Reference DB source,Source URL,ToxVal_ID,Chemical_ID
,Transfluthrin,118712-89-3,CC(C)([C@@H]1C=C(Cl)Cl)[C@@H]1C(OCc(c(F)c(cc1F)F)c1F)=O,DTXSID4046812,,55,55_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,371.156,0.0135,1.8706,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928634,ToxVal00025_b6bc0fd70ff33ce1
,Pyridaphenthion,119-12-0,CCOP(OCC)(OC(C=C1)=NN(c2ccccc2)C1=O)=S,DTXSID2042355,,56,56_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,769,mg/kg,340.339,0.0023,2.6460,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928635,ToxVal00025_506b9a1ed8ca53ba
,Tebufenpyrad,119168-77-3,CCc1n[n](C)c(C(NCc2ccc(C(C)(C)C)cc2)=O)c1Cl,DTXSID0034223,,57,57_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,595,mg/kg,333.862,0.0018,2.7491,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928636,ToxVal00025_be8575b30e611456
,"2,6-Dichlorobenzonitrile",1194-65-6,N#Cc(c(Cl)ccc1)c1Cl,DTXSID5032365,,58,58_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3160,mg/kg,172.014,0.0184,1.7359,,International Chemical Safety Card 867,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928637,ToxVal00025_27253914287b9547
,Difenoconazole,119446-68-3,CC1OC(C[n]2ncnc2)(c(ccc(Oc(cc2)ccc2Cl)c2)c2Cl)OC1,DTXSID4032372,,59,59_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1453,mg/kg,406.268,0.0036,2.4465,,Joint FAO/WHO Meeting on Pesticide Residues Report 2009b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928638,ToxVal00025_58da152a71ca7301
,Quizalofop-P-tefuryl,119738-06-6,CC(C(OCC1OCCC1)=O)Oc(cc1)ccc1Oc1cnc(cc(cc2)Cl)c2n1,DTXSID3058290,,60,60_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1012,mg/kg,428.871,0.0024,2.6271,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928639,ToxVal00025_de9fe546a77c2f5a
,2-Naphthoxyacetic acid,120-23-0,OC(COc1cc2ccccc2cc1)=O,DTXSID2042195,,61,61_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,600,mg/kg,202.208,0.0030,2.5276,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928640,ToxVal00025_5563d4141da6f47e
,Copper acetoarsenite,12002-03-8,,DTXSID0024846,,62,62_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,22,mg/kg,,#¡DIV/0!,#¡DIV/0!,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928641,ToxVal00025_710a86c1b0f10c98
,Fipronil,120068-37-3,Nc([n](-c(c(Cl)cc(C(F)(F)F)c1)c1Cl)nc1C#N)c1S(C(F)(F)F)=O,DTXSID4034609,,63,63_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,92,mg/kg,437.151,0.0002,3.6768,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1998b, 2001; International Chemical Safety Card 1503",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928642,ToxVal00025_a6a4031297772600
,Azimsulfuron,120162-55-2,C[n]1ncc(-c2n[n](C)nn2)c1S(NC(Nc1nc(OC)cc(OC)n1)=O)(=O)=O,DTXSID8041614,,64,64_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,424.401,0.0118,1.9288,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928643,ToxVal00025_4d9bfed5db1804b5
,Propineb,12071-83-9,CC(CNC([S-])=S)NC([S-])=S.[Zn+2],DTXSID1052741,,65,65_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,8500,mg/kg,289.787,0.0293,1.5327,,WHO/FAO Report 94; Environmental Health Criteria Monograph 78; Joint FAO/WHO Meeting on Pesticide Residues Report 1994,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928644,ToxVal00025_3977df159244b67e
,Fenazaquin,120928-09-8,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,DTXSID4040476,,66,66_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,134,mg/kg,306.408,0.0004,3.3592,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928645,ToxVal00025_0f56cc85ce48d6d7
,Malathion,121-75-5,CCOC(CC(C(OCC)=O)SP(OC)(OC)=S)=O,DTXSID4020791,,67,67_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,2100,mg/kg,330.361,0.0064,2.1968,,"WHO/FAO Report 29; IARC 30; International Chemical Safety Card 172; Joint FAO/WHO Meeting on Pesticide Residues Report 1998b,",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928646,ToxVal00025_5d6013eef89d018c
,Zineb,12122-67-7,[S-]C(NCCNC([S-])=S)=S.[Zn+2],DTXSID5021465,,68,68_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,275.76,0.0181,1.7416,,WHO/FAO Report 94; Environmental Health Criteria Monograph 78; IARC 12; International Chemical Safety Card 350; Joint FAO/WHO Meeting on Pesticide Residues Report 1994,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928647,ToxVal00025_ae594212c683223e
,Noviflumuron,121451-02-3,O=C(c(c(F)ccc1)c1F)NC(Nc(c(F)c1Cl)cc(Cl)c1OC(C(C(F)(F)F)F)(F)F)=O,DTXSID0034774,,69,69_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,529.142,0.0094,2.0246,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928648,ToxVal00025_9557ccb0f4330368
,Fenitrothion,122-14-5,Cc(cc(cc1)OP(OC)(OC)=S)c1[N+]([O-])=O,DTXSID4032613,,70,70_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,503,mg/kg,277.236,0.0018,2.7413,,WHO/FAO Report 30; Environmental Health Criteria Monograph 133; Health and Safety Guide 65; International Chemical Safety Card 622; Joint FAO/WHO Meeting on Pesticide Residues Report 2001,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928649,ToxVal00025_3df75f244b22171f
,Simazine,122-34-9,CCNc1nc(Cl)nc(NCC)n1,DTXSID4021268,,71,71_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,201.66,0.0248,1.6056,,International Chemical Safety Card 699,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928650,ToxVal00025_980c53e38761b425
,Propham,122-42-9,CC(C)OC(Nc1ccccc1)=O,DTXSID7020766,,72,72_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,5000,mg/kg,179.218,0.0279,1.5544,,IARC 12; Joint FAO/WHO Meeting on Pesticide Residues Report 1993,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928651,ToxVal00025_7d444bf57276f573
,4-Chlorophenoxyacetic acid,122-88-3,OC(COc(cc1)ccc1Cl)=O,DTXSID9034282,,73,73_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,850,mg/kg,186.594,0.0046,2.3415,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928652,ToxVal00025_a1c43cce575a4b25
,Cyhalofop-butyl,122008-85-9,CCCCOC(C(C)Oc(cc1)ccc1Oc(ccc(C#N)c1)c1F)=O,DTXSID1034503,,74,74_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,357.38,0.0140,1.8542,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928653,ToxVal00025_3fa83ca5da8e1de6
,4-Bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)-1H-pyrrole-3-carbonitrile,122453-73-0,CCOC[n](c(C(F)(F)F)c1Br)c(-c(cc2)ccc2Cl)c1C#N,DTXSID9032533,,75,75_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,441,mg/kg,407.616,0.0011,2.9658,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928654,ToxVal00025_66f1ee0d52d56106
,Rimsulfuron,122931-48-0,CCS(c1cccnc1S(NC(Nc1nc(OC)cc(OC)n1)=O)(=O)=O)(=O)=O,DTXSID1032642,,76,76_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,431.449,0.0116,1.9360,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928655,ToxVal00025_37e4941a3ced59eb
,Maleic hydrazide,123-33-1,NNC(/C=C\C(O)=O)=O,DTXSID9020792,,77,77_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,6950,mg/kg,130.103,0.0534,1.2723,,"IARC 4, 42; Joint FAO/WHO Meeting on Pesticide Residues Report 1997b",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928656,ToxVal00025_b60f4aa6aef14a92
,Pyrithiobac sodium,123343-16-8,COc1nc(Sc2cccc(Cl)c2C([O-])=O)nc(OC)c1.[Na+],DTXSID8032673,,78,78_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,3200,mg/kg,348.741,0.0092,2.0374,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928657,ToxVal00025_77e844348a8930f3
,Methylarsonic acid,124-58-3,C[As](O)(O)=O,DTXSID4020903,,79,79_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1800,mg/kg,139.97,0.0129,1.8908,,International Chemical Safety Card 755; Environmental Health Criteria Monograph 224,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928658,ToxVal00025_fe0dd1bc23b4c361
,Maneb,12427-38-2,[S-]C(NCCNC([S-])=S)=S.[Mn+2],DTXSID9020794,,80,80_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,6750,mg/kg,265.308,0.0254,1.5944,,WHO/FAO Report 94; Environmental Health Criteria Monograph 78; International Chemical Safety Card 173; Joint FAO/WHO Meeting on Pesticide Residues Report 1994,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928659,ToxVal00025_7deae6d3595e3cdb
,Quinoxyfen,124495-18-7,Fc(cc1)ccc1Oc1c2c(Cl)cc(Cl)cc2ncc1,DTXSID2034881,,81,81_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,308.139,0.0162,1.7898,,Joint FAO/WHO Meeting on Pesticide Residues Report 2008,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928660,ToxVal00025_54dbe00747e72a99
,Endothal-disodium,33054-59-0,[O-]C(C(C1OC2CC1)C2C([O-])=O)=O.[Na+].[Na+],DTXSID40186711,,82,82_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,51,mg/kg,230.127,0.0002,3.6544,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928661,ToxVal00025_affff41fd2f6b87b
,Metconazole,125116-23-6,CC(C)(CCC1Cc(cc2)ccc2Cl)C1(C[n]1ncnc1)O,DTXSID4034497,,83,83_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,660,mg/kg,319.835,0.0021,2.6854,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928662,ToxVal00025_fea20abcd8661abc
,Bispyribac,125401-75-4,COc1nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(O)=O)nc(OC)c1,DTXSID0043977,,84,84_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2635,mg/kg,430.372,0.0061,2.2131,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928663,ToxVal00025_583d55430e411208
,Triflusulfuron-methyl,126535-15-7,Cc1cccc(C(O)=O)c1S(NC(Nc1nc(OCC(F)(F)F)nc(N(C)C)n1)=O)(=O)=O,DTXSID2032502,,85,85_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,478.407,0.0105,1.9808,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928664,ToxVal00025_8cead4aad2199f7b
,Fenhexamid,126833-17-8,CC1(CCCCC1)C(Nc(c(Cl)c1Cl)ccc1O)=O,DTXSID3032549,,86,86_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,302.2,0.0165,1.7813,,Joint FAO/WHO Meeting on Pesticide Residues Report 2006b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928665,ToxVal00025_b42eb78f12bdfc9b
,Ancymidol,12771-68-5,COc1ccc(C(C2CC2)(c2cncnc2)O)cc1,DTXSID2034338,,87,87_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,4500,mg/kg,256.304,0.0176,1.7555,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928666,ToxVal00025_f7d15781c57905fa
,Thifluzamide,130000-40-7,Cc1nc(C(F)(F)F)c(C(Nc(c(Br)cc(OC(F)(F)F)c2)c2Br)=O)[s]1,DTXSID6057954,,88,88_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,528.065,0.0095,2.0237,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928667,ToxVal00025_c45d96f9cfad2559
,Borax (B4Na2O7.10H2O),1303-96-4,[O-]B(O1)OB2OB1OB([O-])O2.O.O.O.O.O.O.O.O.O.O.[Na+].[Na+],DTXSID2034384,,89,89_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,4500,mg/kg,381.366,0.0118,1.9281,,International Chemical Safety Card 567,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928668,ToxVal00025_98f67beeae8fab10
,Terbufos,13071-79-9,CCOP(OCC)(SCSC(C)(C)C)=S,DTXSID2022254,,90,90_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,2,mg/kg,288.436,0.0000,5.1590,,"Joint FAO/WHO Meeting on Pesticide Residues Report 1991, 2004",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928669,ToxVal00025_c4db36cf543bf717
,Dimethyl phthalate,131-11-3,COC(c(cccc1)c1C(OC)=O)=O,DTXSID3022455,,91,91_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,8200,mg/kg,194.185,0.0422,1.3744,,International Chemical Safety Card 261,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928670,ToxVal00025_ff734bb86adf5282
,Cyhexatin,13121-70-5,C(CC1)CCC1[Sn](C1CCCCC1)C1CCCCC1.O,DTXSID1032357,,92,92_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,265,mg/kg,386.185,0.0007,3.1635,,"Environmental Health Criteria Monograph 15; Joint FAO/WHO Meeting on Pesticide Residues Report 1995b, 2006b",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928671,ToxVal00025_b510048078cac07f
,Fludioxonil,131341-86-1,N#Cc1c[nH]cc1-c1cccc(O2)c1OC2(F)F,DTXSID2032398,,93,93_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,248.188,0.0201,1.6958,,Joint FAO/WHO Meeting on Pesticide Residues Report 2006a,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928672,ToxVal00025_31f2a9b04118d981
,Zinc phosphide (Zn3P2),1314-84-7,P=[Zn].P=[Zn].[Zn],DTXSID1024386,,94,94_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,45,mg/kg,260.134,0.0002,3.7620,,"WHO/FAO Report 24, Environmental Health Criteria Monograph 73; International Chemical Safety Card 602",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928673,ToxVal00025_10ed68ccb5f285b1
,Cuprous oxide,1317-39-1,O=[Cu-],DTXSID0034489,,95,95_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,470,mg/kg,79.545,0.0059,2.2285,,"International Chemical Safety Card 421, Environmental Health Criteria Monograph 200",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928674,ToxVal00025_b174eed780f09e28
,Phosphamidon,13171-21-6,CCN(CC)C(C(Cl)=C(C)OP(OC)(OC)=O)=O,DTXSID7021156,,96,96_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,7,mg/kg,299.69,0.0000,4.6316,,WHO/FAO Report 74; International Chemical Safety Card 189; Joint FAO/WHO Meeting on Pesticide Residues Report 1987b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928675,ToxVal00025_11c930485cb3fafd
,Famoxadone,131807-57-3,CC(C(N1Nc2ccccc2)=O)(c(cc2)ccc2Oc2ccccc2)OC1=O,DTXSID8034588,,97,97_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,374.395,0.0134,1.8744,,Joint FAO/WHO Meeting on Pesticide Residues Report 2004,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928676,ToxVal00025_422b0dd07dbfaaf4
,Azoxystrobin,131860-33-8,CO/C=C(\C(OC)=O)/c(cccc1)c1Oc1ncnc(Oc(cccc2)c2C#N)c1,DTXSID0032520,,98,98_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,403.393,0.0124,1.9068,,Joint FAO/WHO Meeting on Pesticide Residues Report 2009a,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928677,ToxVal00025_8673daa9f8ce3d48
,Ethoprop,13194-48-4,CCCSP(OCC)(SCCC)=O,DTXSID4032611,,99,99_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,dermal,=,26,mg/kg,242.343,0.0001,3.9695,,WHO/FAO Report 70; Joint FAO/WHO Meeting on Pesticide Residues Report 2000; International Chemical Safety Card 1660,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928678,ToxVal00025_d8d95c0ff15f38ec
,Triticonazole,131983-72-7,CC(C)(CC/C1=C\c(cc2)ccc2Cl)C/1(C[n]1ncnc1)O,DTXSID0032655,,100,100_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,2000,mg/kg,317.819,0.0063,2.2011,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928679,ToxVal00025_a57c613fae194e16
,Naptalam,132-66-1,OC(c(cccc1)c1C(Nc1cccc2ccccc12)=O)=O,DTXSID6032437,,101,101_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,8200,mg/kg,291.305,0.0281,1.5505,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928680,ToxVal00025_18524a02c29a99b3
,Captan,133-06-2,O=C(C(CC=CC1)C1C1=O)N1SC(Cl)(Cl)Cl,DTXSID9020243,,102,102_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,9000,mg/kg,300.593,0.0299,1.5237,,"Irritant to skin; WHO/FAO Report 9; Health and Safety Guide 50; IARC 30, Suppl 7; International Chemical Safety Card 120; Joint FAO/WHO Meeting on Pesticide Residues Report 1996b, 2005",https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928681,ToxVal00025_174ae502097e49b1
,Folpet,133-07-3,O=C(c(cccc1)c1C1=O)N1SC(Cl)(Cl)Cl,DTXSID0021385,,103,103_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,10000,mg/kg,296.561,0.0337,1.4721,,Health and Safety Guide 72; International Chemical Safety Card 156; Joint FAO/WHO Meeting on Pesticide Residues Report 1996b,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928682,ToxVal00025_caba6ff564de70e7
,Basic copper chloride,1332-40-7,,DTXSID6034348,,104,104_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,1440,mg/kg,,#¡DIV/0!,#¡DIV/0!,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928683,ToxVal00025_a4059d906ce6d71f
,Fenbutatin oxide,13356-08-6,CC(C)(C[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)O[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)CC(C)(C)c1ccccc1)c1ccccc1,DTXSID7032391,,105,105_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,2630,mg/kg,1052.7,0.0025,2.6023,,Environmental Health Criteria Monograph 15; Joint FAO/WHO Meeting on Pesticide Residues Report 1993,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928684,ToxVal00025_9d6c48d39dba888a
,DEET,134-62-3,CCN(CC)C(c1cc(C)ccc1)=O,DTXSID2021995,,106,106_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>=,2000,mg/kg,191.273,0.0105,1.9806,,WHO/FAO Report 80,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928685,ToxVal00025_07938dba35e7318f
,Fenpyroximate,134098-61-6,CC(C)(C)OC(c1ccc(CON=Cc(c(C)n[n]2C)c2Oc2ccccc2)cc1)=O,DTXSID7032557,,107,107_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,245,mg/kg,421.495,0.0006,3.2356,,Joint FAO/WHO Meeting on Pesticide Residues Report 2007,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928686,ToxVal00025_f23ba41fff49fdaf
,Pyrazophos,13457-18-6,CCOC(c(c(C)nc1c2)c[n]1nc2OP(OCC)(OCC)=S)=O,DTXSID7042352,,108,108_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,435,mg/kg,373.369,0.0012,2.9336,,Joint FAO/WHO Meeting on Pesticide Residues Report 1993,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928687,ToxVal00025_cf7a586fffc21eb6
,"Guanidine, N,N'''-(iminodi-8,1-octanediyl)bis-",13516-27-3,NC(NCCCCCCCCNCCCCCCCCNC(N)=N)=N,DTXSID7042015,,109,109_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,300,mg/kg,355.573,0.0008,3.0738,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928688,ToxVal00025_03a42cf4ed0352eb
,Quinalphos,13593-03-8,CCOP(OCC)(Oc1nc2ccccc2nc1)=S,DTXSID7024291,,110,110_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,=,62,mg/kg,298.302,0.0002,3.6823,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928689,ToxVal00025_1ec7a8b90d128367
,Phosphonic acid,13598-36-2,OP(O)=O,DTXSID2049715,,111,111_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,81.9948,0.0610,1.2148,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928690,ToxVal00025_8aa0fc7b891e41cd
,"2-[(4,6-Dimethoxypyrimidin-2-yl)oxy]-6-(N-methoxyethanimidoyl)benzoic acid",136191-56-5,CC(c1cccc(Oc2nc(OC)cc(OC)n2)c1C(O)=O)=NOC,DTXSID80869854,,112,112_WHOIPCS,WHO IPCS,Pesticide Classification 2009,acute,human health,Not specified,oral,>,5000,mg/kg,347.326,0.0144,1.8418,,-,https://apps.who.int/iris/bitstream/handle/10665/44271/9789241547963_eng.pdf?sequence=1&isAllowed=y,928691,ToxVal00025_a17ed0b8347ceb25
