Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenado,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM(g/mol),Operación,pLD50,,long_ref,,source_url,toxval_id,chemical_id
,gamma-Butyrolactone,96-48-0,O=C1OCCC1,DTXSID6020224,,66,66_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,800,mg/kg-day,86.0896,0.0093,2.0319,,IND HYG TOXICOL 2:1824-1825,,https://www.ng.cosmosdb.eu/,17764,ToxVal00029_213efa15487b74a1
,gamma-Butyrolactone,96-48-0,O=C1OCCC1,DTXSID6020224,,67,67_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,1260,mg/kg-day,86.0896,0.0146,1.8346,,ARCH IND PHARMACODYN THER 171(2):360,,https://www.ng.cosmosdb.eu/,17765,ToxVal00029_213efa15487b74a1
,gamma-Butyrolactone,96-48-0,O=C1OCCC1,DTXSID6020224,,68,68_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,600,mg/kg-day,86.0896,0.007,2.1568,,ENCYC CHEM TECH 10:667-676,,https://www.ng.cosmosdb.eu/,17766,ToxVal00029_213efa15487b74a1
,Caffeine,58-08-2,C[n]1c(C(N(C)C(N2C)=O)=O)c2nc1,DTXSID0020232,,69,69_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,127,mg/kg-day,194.193,0.0007,3.1844,,TOXICOL APPL PHARMACOL 44:1-16,,https://www.ng.cosmosdb.eu/,17953,ToxVal00029_296c4b9faaf0dcdb
,Caffeine,58-08-2,C[n]1c(C(N(C)C(N2C)=O)=O)c2nc1,DTXSID0020232,,70,70_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,230,mg/kg-day,194.193,0.0012,2.9265,,GRP,,https://www.ng.cosmosdb.eu/,17954,ToxVal00029_296c4b9faaf0dcdb
,Caffeine,58-08-2,C[n]1c(C(N(C)C(N2C)=O)=O)c2nc1,DTXSID0020232,,71,71_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,224,mg/kg-day,194.193,0.0012,2.938,,TOXICOL APPL PHARMACOL 44:1-16,,https://www.ng.cosmosdb.eu/,17955,ToxVal00029_296c4b9faaf0dcdb
,Caffeine,58-08-2,C[n]1c(C(N(C)C(N2C)=O)=O)c2nc1,DTXSID0020232,,72,72_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,192,mg/kg-day,194.193,0.001,3.0049,,CAN J PHYSIOL PHARMACOL 43:995-1007,,https://www.ng.cosmosdb.eu/,17956,ToxVal00029_296c4b9faaf0dcdb
,Caffeine,58-08-2,C[n]1c(C(N(C)C(N2C)=O)=O)c2nc1,DTXSID0020232,,73,73_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,hamster,oral,=,230,mg/kg-day,194.193,0.0012,2.9265,,TOXICOL APPL PHARMACOL 44:1-16,,https://www.ng.cosmosdb.eu/,17957,ToxVal00029_296c4b9faaf0dcdb
,Ergocalciferol,50-14-6,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@@H](CC1)[C@@](C)(CCC2)[C@@H]1/C\2=C/C=C(/C[C@H](CC1)O)\C1=C,DTXSID5020233,,74,74_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,gerbil,oral,=,29.86,mg/kg-day,396.656,0.0001,4.1233,,J ANIM MORPHOL PHYSIOL 42:39-41,,https://www.ng.cosmosdb.eu/,18061,ToxVal00029_5c260151269029b9
,Calcium acetate,62-54-4,CC([O-])=O.CC([O-])=O.[Ca+2],DTXSID0020234,,75,75_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,4280,mg/kg-day,158.166,0.0271,1.5677,,AM IND HYG ASSOC J 30:470-476,,https://www.ng.cosmosdb.eu/,18064,ToxVal00029_7888d9274e2f5af2
,Capsaicin,404-86-4,CC(C)/C=C/CCCCC(NCc(cc1)cc(OC)c1O)=O,DTXSID9020241,,76,76_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,97.4,mg/kg-day,305.416,0.0003,3.4963,,J TOXICOL SCI 21:195-200,,https://www.ng.cosmosdb.eu/,18091,ToxVal00029_16b57b3bbab7bc84
,Capsaicin,404-86-4,CC(C)/C=C/CCCCC(NCc(cc1)cc(OC)c1O)=O,DTXSID9020241,,77,77_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,148.1,mg/kg-day,305.416,0.0005,3.3143,,J TOXICOL SCI 21:195-200,,https://www.ng.cosmosdb.eu/,18092,ToxVal00029_16b57b3bbab7bc84
,beta-Carotene,7235-40-7,CC1(C)C(/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(C)CCCC2(C)C)=C(C)CCC1,DTXSID3020253,,78,78_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,dog,oral,=,8000,mg/kg-day,536.885,0.0149,1.8268,,TOXICOL APPL PHARMACOL 2:225-236,,https://www.ng.cosmosdb.eu/,18147,ToxVal00029_3be066730a96679d
,beta-Carotene,7235-40-7,CC1(C)C(/C=C/C(\C)=C/C=C/C(\C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(C)CCCC2(C)C)=C(C)CCC1,DTXSID3020253,,79,79_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,10000,mg/kg-day,536.885,0.0186,1.7299,,GRM,,https://www.ng.cosmosdb.eu/,18148,ToxVal00029_3be066730a96679d
,CHOLINE CHLORIDE,-,C[N+](C)(C)CCO.[Cl-],NODTXSID,,80,80_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,3400,mg/kg-day,139.625,0.0244,1.6135,,PROC SOC EXP BIOL MED 58: 87-88,,https://www.ng.cosmosdb.eu/,18253,ToxVal00029_f915f83fe731cce3
,Citric acid,77-92-9,OC(CC(O)=O)(CC(O)=O)C(O)=O,DTXSID3020332,,81,81_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2950,mg/kg-day,192.123,0.0154,1.8138,,GRM,,https://www.ng.cosmosdb.eu/,18273,ToxVal00029_7a10444468ea89a1
,Citric acid,77-92-9,OC(CC(O)=O)(CC(O)=O)C(O)=O,DTXSID3020332,,82,82_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,2410,mg/kg-day,192.123,0.0125,1.9016,,GRM,,https://www.ng.cosmosdb.eu/,18274,ToxVal00029_7a10444468ea89a1
,Citric acid,77-92-9,OC(CC(O)=O)(CC(O)=O)C(O)=O,DTXSID3020332,,83,83_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,hamster,oral,=,2720,mg/kg-day,192.123,0.0142,1.849,,GRM,,https://www.ng.cosmosdb.eu/,18275,ToxVal00029_7a10444468ea89a1
,Citric acid,77-92-9,OC(CC(O)=O)(CC(O)=O)C(O)=O,DTXSID3020332,,84,84_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,3350,mg/kg-day,192.123,0.0174,1.7585,,GRM,,https://www.ng.cosmosdb.eu/,18276,ToxVal00029_7a10444468ea89a1
,DICHLORODIFLUOROMETHANE,-,FC(F)(Cl)Cl,NODTXSID,,85,85_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1000,mg/kg-day,120.913,0.0083,2.0825,,EPA/OTS 86-890000319,,https://www.ng.cosmosdb.eu/,18317,ToxVal00029_840f74e3795e2267
,ETHYLENE DICHLORIDE,-,ClCCCl,NODTXSID,,86,86_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,680,mg/kg-day,98.9598,0.0069,2.1629,,ARCH IND HEALTH 13:1-7,,https://www.ng.cosmosdb.eu/,18325,ToxVal00029_dd01d34b2ac92fea
,ETHYLENE DICHLORIDE,-,ClCCCl,NODTXSID,,87,87_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,dog,oral,=,2500,mg/kg-day,98.9598,0.0253,1.5975,,WHO ENVIRON HEALTH CRITERIA 62:41-59,,https://www.ng.cosmosdb.eu/,18326,ToxVal00029_dd01d34b2ac92fea
,ETHYLENE DICHLORIDE,-,ClCCCl,NODTXSID,,88,88_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,413,mg/kg-day,98.9598,0.0042,2.3795,,WHO ENVIRON HEALTH CRITERIA 62:41-59,,https://www.ng.cosmosdb.eu/,18327,ToxVal00029_dd01d34b2ac92fea
,HYDROCOUMARIN,-,O=C(CC1)Oc2c1cccc2,NODTXSID,,89,89_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1460,mg/kg-day,148.161,0.0099,2.0064,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,18347,ToxVal00029_be97ce636e4fdf48
,HYDROCOUMARIN,-,O=C(CC1)Oc2c1cccc2,NODTXSID,,90,90_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,1760,mg/kg-day,148.161,0.0119,1.9252,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,18348,ToxVal00029_be97ce636e4fdf48
,Disodium inosinate,4691-65-0,[O-]C([C@@]([C@@H]1O)([n]2c3ncnc(O)c3nc2)O[C@H](CO)[C@H]1O)=O.[O-]C([C@@]([C@@H]1O)([n]2c3ncnc(O)c3nc2)O[C@H](CO)[C@H]1O)=O.[Na+].[Na+],DTXSID4044242,,91,91_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,10000,mg/kg-day,668.439,0.015,1.8251,,TAKEDA KENKYUSHO HO 30:614-635,,https://www.ng.cosmosdb.eu/,18368,ToxVal00029_10ba9bca5ff352e7
,Disodium inosinate,4691-65-0,[O-]C([C@@]([C@@H]1O)([n]2c3ncnc(O)c3nc2)O[C@H](CO)[C@H]1O)=O.[O-]C([C@@]([C@@H]1O)([n]2c3ncnc(O)c3nc2)O[C@H](CO)[C@H]1O)=O.[Na+].[Na+],DTXSID4044242,,92,92_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,15900,mg/kg-day,668.439,0.0238,1.6237,,FOOD ADDITIVES HANDBOOK (R.J. LEWIS),,https://www.ng.cosmosdb.eu/,18369,ToxVal00029_10ba9bca5ff352e7
,Sodium erythorbate,6381-77-7,[O-]C([C@@H]([C@@H](CO)O)OC1=O)=C1O.[Na+],DTXSID5020570,,93,93_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5000,mg/kg-day,198.106,0.0252,1.5979,,INT J TOXICOL 18:1-26,,https://www.ng.cosmosdb.eu/,18388,ToxVal00029_fd74efce8e673d08
,allylanisole,2653-89-6,COc1c(CC=C)cccc1,DTXSID10454919,,94,94_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1820,mg/kg-day,148.204,0.0123,1.9108,,FOOD COSMET TOXICOL 14:603,,https://www.ng.cosmosdb.eu/,18402,ToxVal00029_989d90a30c9f0d9d
,allylanisole,2653-89-6,COc1c(CC=C)cccc1,DTXSID10454919,,95,95_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,1250,mg/kg-day,148.204,0.0084,2.0739,,FOOD COSMET TOXICOL 14:603,,https://www.ng.cosmosdb.eu/,18403,ToxVal00029_989d90a30c9f0d9d
,ETHOXYQUIN,-,CCOc(cc1)cc2c1NC(C)(C)C=C2C,NODTXSID,,96,96_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,1730,mg/kg-day,217.311,0.008,2.099,,MERCK INDEX 10:545,,https://www.ng.cosmosdb.eu/,18429,ToxVal00029_e5309ad55081656c
,ETHOXYQUIN,-,CCOc(cc1)cc2c1NC(C)(C)C=C2C,NODTXSID,,97,97_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,800,mg/kg-day,217.311,0.0037,2.434,,RUBBER CHEM TECHNOL 45:627,,https://www.ng.cosmosdb.eu/,18430,ToxVal00029_e5309ad55081656c
,ETHYL ACRYLATE,-,CCOC(C=C)=O,NODTXSID,,98,98_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1000,mg/kg-day,100.117,0.01,2.0005,,IARC MONOGR EVAL CARCINOG RISK CHEM HUM 19:61,,https://www.ng.cosmosdb.eu/,18477,ToxVal00029_88d4b3ec376374a4
,ETHYL ACRYLATE,-,CCOC(C=C)=O,NODTXSID,,99,99_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,1797,mg/kg-day,100.117,0.0179,1.746,,TOXICOL LETT 11:125-129,,https://www.ng.cosmosdb.eu/,18478,ToxVal00029_88d4b3ec376374a4
,Ethyl methylphenylglycidate,77-83-8,CCOC(C1(c2ccccc2)OC1C)=O,DTXSID8020591,,100,100_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,5470,mg/kg-day,206.24,0.0265,1.5764,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,18493,ToxVal00029_f7021c9c472514fc
,Ethyl methylphenylglycidate,77-83-8,CCOC(C1(c2ccccc2)OC1C)=O,DTXSID8020591,,101,101_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,6154,mg/kg-day,206.24,0.0298,1.5252,,J PHARMACOL EXP THER 93:26-39,,https://www.ng.cosmosdb.eu/,18494,ToxVal00029_f7021c9c472514fc
,Ethyl methylphenylglycidate,77-83-8,CCOC(C1(c2ccccc2)OC1C)=O,DTXSID8020591,,102,102_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,4050,mg/kg-day,206.24,0.0196,1.7069,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,18495,ToxVal00029_f7021c9c472514fc
,Polyethylene glycol,25322-68-3,OCCO,DTXSID4027862,,103,103_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,28900,mg/kg-day,62.0676,0.4656,0.332,,J AM PHARM ASSOC SCI ED 34:349-354,,https://www.ng.cosmosdb.eu/,18521,ToxVal00029_2ef35d5103607527
,Polyethylene glycol,25322-68-3,OCCO,DTXSID4027862,,104,104_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,29250,mg/kg-day,62.0676,0.4713,0.3267,,ARZNEIMITTELFORSCHUNG 26:1581-1583,,https://www.ng.cosmosdb.eu/,18522,ToxVal00029_2ef35d5103607527
,Polyethylene glycol,25322-68-3,OCCO,DTXSID4027862,,105,105_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,17000,mg/kg-day,62.0676,0.2739,0.5624,,IND HYG TOXICOL 2:1510-1515,,https://www.ng.cosmosdb.eu/,18523,ToxVal00029_2ef35d5103607527
,Polyethylene glycol,25322-68-3,OCCO,DTXSID4027862,,106,106_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,14000,mg/kg-day,62.0676,0.2256,0.6467,,IND HYG TOXICOL 2:1510-1515,,https://www.ng.cosmosdb.eu/,18524,ToxVal00029_2ef35d5103607527
,ETHYLENE OXIDE,-,C1OC1,NODTXSID,,107,107_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,330,mg/kg-day,44.0528,0.0075,2.1255,,J IND HYG TOXICOL 23:259-68,,https://www.ng.cosmosdb.eu/,18529,ToxVal00029_968cc9bf5e22b097
,ETHYLENE OXIDE,-,C1OC1,NODTXSID,,108,108_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,270,mg/kg-day,44.0528,0.0061,2.2126,,J IND HYG TOXICOL 23:259-68,,https://www.ng.cosmosdb.eu/,18530,ToxVal00029_968cc9bf5e22b097
,ETHYLENE OXIDE,-,C1OC1,NODTXSID,,109,109_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,280,mg/kg-day,44.0528,0.0064,2.1968,,IPCS CONCISE INT CHEM ASSESS DOC 54,,https://www.ng.cosmosdb.eu/,18531,ToxVal00029_968cc9bf5e22b097
,NABAM,-,[S-]C(NCCNC([S-])=S)=S.[Na+].[Na+],NODTXSID,,110,110_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,395,mg/kg-day,256.35,0.0015,2.8122,,FAP,,https://www.ng.cosmosdb.eu/,18568,ToxVal00029_d73de4e982c1da43
,2-Ethyl-1-hexanol,104-76-7,CCCCC(CC)CO,DTXSID5020605,,111,111_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,10397,mg/kg-day,130.23,0.0798,1.0978,,AMER IND HYG ASSOC J 30:470,,https://www.ng.cosmosdb.eu/,18602,ToxVal00029_63b5e23c7a22d191
,"1,8-Cineol",470-82-6,CC1(C)O[C@]2(C)CC[C@H]1CC2,DTXSID4020616,,112,112_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1549,mg/kg-day,154.252,0.01,1.9982,,ASP,,https://www.ng.cosmosdb.eu/,18609,ToxVal00029_74ab30d11bae6777
,"1,8-Cineol",470-82-6,CC1(C)O[C@]2(C)CC[C@H]1CC2,DTXSID4020616,,113,113_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,2500,mg/kg-day,154.252,0.0162,1.7903,,SBJ,,https://www.ng.cosmosdb.eu/,18610,ToxVal00029_74ab30d11bae6777
,Eugenol,97-53-0,COc(cc(CC=C)cc1)c1O,DTXSID9020617,,114,114_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1930,mg/kg-day,164.203,0.0118,1.9298,,PROC SOC EXP BIOL MED 73:148,,https://www.ng.cosmosdb.eu/,18627,ToxVal00029_8c104777e24740e5
,Eugenol,97-53-0,COc(cc(CC=C)cc1)c1O,DTXSID9020617,,115,115_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,3000,mg/kg-day,164.203,0.0183,1.7383,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,18628,ToxVal00029_8c104777e24740e5
,Eugenol,97-53-0,COc(cc(CC=C)cc1)c1O,DTXSID9020617,,116,116_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,2130,mg/kg-day,164.203,0.013,1.887,,FOOD COSMET TOXICOL 2:327-343,,https://www.ng.cosmosdb.eu/,18629,ToxVal00029_8c104777e24740e5
,Ferric chloride,7705-08-0,Cl[Fe](Cl)Cl,DTXSID8020622,,117,117_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,1278,mg/kg-day,162.204,0.0079,2.1035,,AUST PAEDIATR J 6:92-96,,https://www.ng.cosmosdb.eu/,18712,ToxVal00029_764b5d18d6ab7542
,Ferric chloride,7705-08-0,Cl[Fe](Cl)Cl,DTXSID8020622,,118,118_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,581,mg/kg-day,162.204,0.0036,2.4459,,BR MED J 2:201-203,,https://www.ng.cosmosdb.eu/,18713,ToxVal00029_764b5d18d6ab7542
,Ferric chloride,7705-08-0,Cl[Fe](Cl)Cl,DTXSID8020622,,119,119_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,1162,mg/kg-day,162.204,0.0072,2.1449,,BR MED J 2:201-203,,https://www.ng.cosmosdb.eu/,18714,ToxVal00029_764b5d18d6ab7542
,Formaldehyde,50-00-0,C=O,DTXSID7020637,,120,120_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,650,mg/kg-day,30.0259,0.0216,1.6646,,KEI J MED 24:19,,https://www.ng.cosmosdb.eu/,18747,ToxVal00029_9247b201e8fb519d
,Formaldehyde,50-00-0,C=O,DTXSID7020637,,121,121_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,260,mg/kg-day,30.0259,0.0087,2.0625,,J IND HYG TOXICOL 23:259-268,,https://www.ng.cosmosdb.eu/,18748,ToxVal00029_9247b201e8fb519d
,Furfural,98-01-1,O=Cc1ccc[o]1,DTXSID1020647,,122,122_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,75,mg/kg-day,96.0848,0.0008,3.1076,,IND HYG TOXICOL 2:1987,,https://www.ng.cosmosdb.eu/,18770,ToxVal00029_648084435043b8cc
,Furfural,98-01-1,O=Cc1ccc[o]1,DTXSID1020647,,123,123_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,418,mg/kg-day,96.0848,0.0044,2.3615,,PRACOVNI LEK 13:455,,https://www.ng.cosmosdb.eu/,18771,ToxVal00029_648084435043b8cc
,Furfural,98-01-1,O=Cc1ccc[o]1,DTXSID1020647,,124,124_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,541,mg/kg-day,96.0848,0.0056,2.2495,,HYG SANIT 32:158,,https://www.ng.cosmosdb.eu/,18772,ToxVal00029_648084435043b8cc
,Furfural,98-01-1,O=Cc1ccc[o]1,DTXSID1020647,,125,125_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,dog,oral,=,650,mg/kg-day,96.0848,0.0068,2.1697,,IND HYG TOXICOL 2:1987,,https://www.ng.cosmosdb.eu/,18773,ToxVal00029_648084435043b8cc
,Geranyl acetate,105-87-3,CC(C)=CCC/C(\C)=C/COC(C)=O,DTXSID0020654,,126,126_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,6330,mg/kg-day,196.289,0.0322,1.4915,,FOOD COSMET TOXICOL 12:885,,https://www.ng.cosmosdb.eu/,18813,ToxVal00029_e465a40d8b326395
,L-Glutamic acid,56-86-0,N[C@@H](CCC(O)=O)C(O)=O,DTXSID5020659,,127,127_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,2300,mg/kg-day,147.129,0.0156,1.806,,GRP,,https://www.ng.cosmosdb.eu/,18826,ToxVal00029_52ef1368a04af4bb
,Glycerol,56-81-5,OCC(CO)O,DTXSID9020663,,128,128_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,7800,mg/kg-day,92.0935,0.0847,1.0721,,J IND HYG TOXICOL 23:259-268,,https://www.ng.cosmosdb.eu/,18864,ToxVal00029_e1f8651dad1cf60d
,Glycerol,56-81-5,OCC(CO)O,DTXSID9020663,,129,129_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rabbit,oral,=,11800,mg/kg-day,92.0935,0.1281,0.8923,,GRM,,https://www.ng.cosmosdb.eu/,18865,ToxVal00029_e1f8651dad1cf60d
,Glycerol,56-81-5,OCC(CO)O,DTXSID9020663,,130,130_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,12800,mg/kg-day,92.0935,0.139,0.857,,GRM,,https://www.ng.cosmosdb.eu/,18866,ToxVal00029_e1f8651dad1cf60d
,Glycerol,56-81-5,OCC(CO)O,DTXSID9020663,,131,131_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,12600,mg/kg-day,92.0935,0.1368,0.8639,,CHEMOSPHERE 36:1475-1483,,https://www.ng.cosmosdb.eu/,18867,ToxVal00029_e1f8651dad1cf60d
,Glycine,56-40-6,NCC(O)=O,DTXSID9020667,,132,132_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,7930,mg/kg-day,75.0667,0.1056,0.9762,,FOOD ADDITIVES HANDBOOK (R.J. LEWIS) PAGES 235-236,,https://www.ng.cosmosdb.eu/,18881,ToxVal00029_7223381db20d2591
,FD&C Green No. 3,2353-45-9,CCN(Cc1cc(S([O-])(=O)=O)ccc1)c(cc1)ccc1C(c(ccc(O)c1)c1S([O-])(=O)=O)=C(C=C1)C=CC1=[N+](CC)Cc1cc(S([O-])(=O)=O)ccc1.[Na+].[Na+],DTXSID3020673,,133,133_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2000,mg/kg-day,808.859,0.0025,2.6068,,CAN PHARM J 97:30,,https://www.ng.cosmosdb.eu/,18898,ToxVal00029_b606ec8f8fe74f1f
,FD&C GREEN NO. 3-ALUMINUM LAKE,-,CCN(CC1CCC(C)CC1)C(CC1)CCC1C(C(CC1)C(C)CC1O)=C(C=C1)C=CC1=[N+](CC)CC1CCC(C)CC1,NODTXSID,,134,134_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,2000,mg/kg-day,591.985,0.0034,2.4713,,CANAD PHARM J 97:30,,https://www.ng.cosmosdb.eu/,18924,ToxVal00029_ee1a597c90446b71
,HYDRAZINE,-,NN,NODTXSID,,135,135_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,60,mg/kg-day,32.0458,0.0019,2.7276,,AMA ARCH IND HEALTH 13:34-36,,https://www.ng.cosmosdb.eu/,18961,ToxVal00029_82e8031419de57b9
,HYDRAZINE,-,NN,NODTXSID,,136,136_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,59,mg/kg-day,32.0458,0.0018,2.7349,,AMA ARCH IND HEALTH 13:34-36,,https://www.ng.cosmosdb.eu/,18962,ToxVal00029_82e8031419de57b9
,Hydrogen peroxide,7722-84-1,OO,DTXSID2020715,,137,137_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,2000,mg/kg-day,34.0139,0.0588,1.2306,,GIG SANIT 48:28,,https://www.ng.cosmosdb.eu/,19006,ToxVal00029_e0b5d367627a9f54
,Hydrogen peroxide,7722-84-1,OO,DTXSID2020715,,138,138_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1193,mg/kg-day,34.0139,0.0351,1.455,,FAP,,https://www.ng.cosmosdb.eu/,19007,ToxVal00029_e0b5d367627a9f54
,Indole,120-72-9,c1c[nH]c2c1cccc2,DTXSID0020737,,139,139_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,rat,oral,=,1220,mg/kg-day,117.151,0.0104,1.9824,,AM IND HYG ASSN J 23:95,,https://www.ng.cosmosdb.eu/,19140,ToxVal00029_e93499f755c1dd6c
,ISOPHORONE,-,CC(C)(CC(C)=C1)CC1=O,NODTXSID,,140,140_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,mouse,oral,=,2000,mg/kg-day,138.209,0.0145,1.8395,,ASP,,https://www.ng.cosmosdb.eu/,19161,ToxVal00029_1cb294c7f10ef9f5
,ISOPHORONE,-,CC(C)(CC(C)=C1)CC1=O,NODTXSID,,141,141_COSMOSDB,COSMOS,US FDA CFSAN PAFA,acute,human health,guinea pig,oral,=,700,mg/kg-day,138.209,0.0051,2.2954,,ASP,,https://www.ng.cosmosdb.eu/,19162,ToxVal00029_1cb294c7f10ef9f5
