PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,SMILES,Agonist_Activity,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0005215015 uM,Activity at 0.00156 uM,Activity at 0.00466 uM,Activity at 0.00590 uM,Activity at 0.014 uM,Activity at 0.042 uM,Activity at 0.068 uM,Activity at 0.127 uM,Activity at 0.378 uM,Activity at 0.782 uM,Activity at 1.156 uM,Activity at 3.420 uM,Activity at 5.843 uM,Activity at 10.21 uM,Activity at 30.24 uM,Activity at 43.68 uM,Activity at 92.27 uM,Activity at 218.9 uM,Activity at 489.4 uM,Activity at 1094.5 uM,Activity at 2447.4 uM,Activity at 5811.1 uM,Activity at 12995.4 uM,Activity at 29059.9 uM,Activity at 64977.0 uM,Compound QC
2214,26757216,590836,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163810-01/37962777,,Inactive,,,,0,,-7.35,1.8265,0.825,-2.7891,0.5,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1,1.6067,,0.5129,0.2347,0.3034,0.2835,0.8438,-3.1576,-2.1364,-3.1383,-2.3261,-3.1439,0.6571,0.6615,,0.6975,0.1554,1.6067,,,,,,,,,QC'd by EPA
2215,26757217,91763,CN1C(=C(C(=N1)Cl)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163811-01/37963879,,Inactive,,,,0,,,,,,,4,,-1.7502,,0.3239,0.0862,0.1816,-0.6145,-1.9562,-3.6593,-2.7664,-3.0055,-2.2372,-3.1928,0.1711,0.1363,,0.1391,-3.3513,-1.7502,,,,,,,,,QC'd by EPA
2216,26757218,17581,COC1=CC(=C(C=C1Cl)OC)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163812-01/37963569,,Inactive,,,,0,,-7.5,4.9549,0.802,-2.5892,0.5,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1,-2.4809,,-0.2359,0.4548,1.4536,1.2221,-0.5236,-3.4077,-1.6966,-1.6491,-3.288,-2.8341,1.3444,-0.0274,,0.3461,-1.7826,-2.4809,,,,,,,,,QC'd by EPA
2217,26757219,153974,CCOC1=C(C=CC(=C1)C(C)(C)C)C2COC(=N2)C3=C(C=CC=C3F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163813-01/37962788,,Inactive,,,,0,,-4.3,1,0.8706,10,0.1507,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6.5807,,0.1512,-0.023,-0.4167,0.9123,-1.1244,-0.1046,-0.2536,1.1821,-0.4709,0.7512,2.0689,0.0323,,2.7082,4.9525,6.5807,,,,,,,,,QC'd by EPA
2218,26757220,1711973,C[C@@H](CCCC(C)(C)OC)C/C=C/C(=C/C(=O)OC(C)C)/C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163814-01/37963507,,Inactive,,,,0,,,,,,,4,,-0.0877,,-1.7614,-0.2344,-0.1943,-0.389,-0.8906,-1.1892,-0.2302,0.2177,-1.2251,-0.0126,0.3815,-0.5791,,0.1818,-0.3634,-0.0877,,,,,,,,,QC'd by EPA
2219,26757221,29393,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163815-01/37963084,,Inactive,,,,0,,,,,,,4,,-1.7214,,-1.637,-1.3537,-0.3671,0.361,-0.1622,-1.9523,-1.2065,-0.2361,-1.1138,-0.1736,0.4687,-0.1602,,1.1479,-1.2778,-1.7214,,,,,,,,,QC'd by EPA
2220,26757222,62829,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)C=C(C)C)CC=C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163816-01/37963570,,Inactive,,,,0,,,,,,,4,,1.7686,,-0.1604,0.7727,-0.1917,0.675,0.312,-1.2879,-0.3015,-0.3593,-1.2353,-0.323,0.8897,-0.4353,,1.0839,-0.7599,1.7686,,,,,,,,,QC'd by EPA
2221,26757223,5355863,C/C(=C\C(=O)OC)/OP(=O)(OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163817-01/37963748,,Inactive,,,,0,,,,,,,4,,0.265,,0.093,-0.0936,-0.5036,2.3039,-0.2083,-2.121,1.0085,0.1116,-0.5372,-0.0049,1.3639,0.8648,,2.8252,-0.0736,0.265,,,,,,,,,QC'd by EPA
2222,26757224,3034285,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163818-01/37963802,,Inactive,,,,0,,,,,,,4,,1.6116,,0.0683,-0.2483,0.2964,3.0449,0.1419,-0.0636,0.0781,-1.1494,-1.5952,0.1034,0.9478,0.229,,2.2716,0.3016,1.6116,,,,,,,,,QC'd by EPA
2223,26757225,16760153,CC1=C(C(=O)C[C@H]1OC(=O)[C@H]2[C@@H](C2(C)C)C=C(C)C)CC#C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163819-01/37963321,,Inactive,,,,0,,-4.05,2.2526,0.6941,14,-0.1551,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9.0553,,0.4137,-0.1474,0.7981,0.7798,1.0848,-2.067,0.0014,0.9722,-1.314,-2.2126,1.2191,-0.3982,,1.6266,-0.8393,9.0553,,,,,,,,,QC'd by EPA
2224,26757226,39040,CC1=C2C(=CC=C1)SC3=NN=CN23,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163820-01/37964131,,Inactive,,,,0,,,,,,,4,,-0.0294,,0.2686,0.4194,1.2888,0.3488,1.1318,-3.0525,-0.1306,0.29,-1.4016,0.0238,2.254,0.1624,,2.7568,-1.8206,-0.0294,,,,,,,,,QC'd by EPA
2225,26757227,21210,CCCCOCC(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163821-01/37962755,,Inactive,,,,0,,-6.4,4.095,0.675,-2.3246,0.5,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1,1.484,,,,,,0.1832,0.0045,2.0151,-0.5804,-1.5831,-3.1872,-0.5666,-2.352,,-3.0664,-1.904,0.5861,0.0267,1.2089,-1.5493,1.484,,,,,QC'd by EPA
2226,26757228,21210,CCCCOCC(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163821-02/37962754,,Inactive,,,,0,,,,,,,4,,-0.5592,,-0.2468,-0.3027,-0.4212,0.245,-1.4099,-0.5664,-0.5701,-0.1765,0.4531,-0.4183,0.109,-0.2403,,0.0085,-0.0363,-0.5592,,,,,,,,,QC'd by EPA
2227,26757229,13263,CCNC1=NC(=NC(=N1)SC)NC(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163822-01/37963862,,Inactive,,,,0,,-7.45,4.9549,0.5786,-1.7934,0.5,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1,0.5547,,0.0956,1.1789,0.5647,0.5102,0.2872,-3.5779,-0.8377,-0.2296,-2.423,-1.9178,0.3665,0.8851,,0.5375,-0.4412,0.5547,,,,,,,,,QC'd by EPA
2228,26757230,51605,CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163823-01/37963765,,Inactive,,,,0,,-4.15,1.0641,0.5704,10,-0.5658,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5.9338,,1.2265,0.159,1.0045,0.4625,-0.6603,-2.948,-0.4573,-0.9423,-2.7326,-3.3881,2.0138,0.738,,2.1426,2.0715,5.9338,,,,,,,,,QC'd by EPA
2229,26757231,197956,CCOP(=O)(OCC)SCSP(=S)(OCC)OCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163824-01/37963059,,Inactive,,,,0,,-4.4,1,0.8386,10,-0.2098,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6.5534,,-0.9276,0.2978,-1.0082,0.7422,-0.576,-0.5632,0.1195,1.035,0.0676,1.0904,2.2191,-0.0679,,2.0448,5.9699,6.5534,,,,,,,,,QC'd by EPA
2230,26757233,24723,CCOP(=O)(OCC)SCCSCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163826-01/37963595,,Inactive,,,,0,,-5,0.7,0.5401,2.5,-0.4166,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,1.4348,,-0.8848,0.2088,-1.1566,0.457,-0.4899,0.1699,-0.2428,-0.2795,-1.1805,1.5229,-0.2388,0.7438,,1.4088,2.0798,1.4348,,,,,,,,,QC'd by EPA
2231,26757234,9300,CC(C)(C)C1=CC(=C(C=C1)OP(=O)(NC)OC)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163827-01/37964082,,Inactive,,,,0,,-4,0.8,0.7101,10,0.2745,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5.814,,0.4293,0.2301,-0.023,0.6256,0.7472,-1.0212,0.4758,0.9879,0.1672,-0.4099,2.1525,0.5309,,3.6281,1.6598,5.814,,,,,,,,,QC'd by EPA
2232,26757235,50367,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163828-01/37963058,,Inactive,,,,0,,,,,,,4,,-0.4945,,0.2461,0.8754,0.2999,1.7835,0.5594,-0.6771,-0.9645,0.3001,-0.1247,1.8376,1.6887,0.4383,,0.9285,-0.8814,-0.4945,,,,,,,,,QC'd by EPA
2233,26757236,50367,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163828-02/37963057,,Inactive,,,,0,,-5.65,0.4,0.6189,-7.8575,1,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1,3.8621,,1.1236,0.0136,0.5724,0.1203,-0.4238,-2.928,0.1186,-0.6115,-3.1439,-3.2146,1.9506,0.6574,,1.1708,-3.0389,3.8621,,,,,,,,,QC'd by EPA
2234,26757237,155907,CN1C(=O)NC(=O)N(C1=O)C2CCC(CC2)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163829-01/37963529,,Inactive,,,,0,,,,,,,4,,1.8801,,0.0778,1.3912,2.2518,1.8348,0.5414,-0.9339,-0.4408,2.6925,-1.3034,0.1454,2.1965,0.2931,,1.3526,1.1487,1.8801,,,,,,,,,QC'd by EPA
2235,26757238,5371560,C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163830-01/37962764,,Inactive,,,,0,,,,,,,4,,1.007,,0.2396,1.4067,0.3006,0.3343,0.2695,-1.6017,1.3002,-0.3768,-0.2406,-0.3764,1.829,-0.3904,,2.6129,-0.1576,1.007,,,,,,,,,QC'd by EPA
2236,26757239,7153,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163831-01/37963293,,Inactive,,,,0,,,,,,,4,,0.7937,,0.0349,0.1959,-0.2317,2.3135,0.1891,-2.4756,0.0411,0.5507,0.351,-0.8858,1.619,-0.0697,,1.3422,-0.9883,0.7937,,,,,,,,,QC'd by EPA
2237,26757240,114994,CC(C)(C)N(C(=O)C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163832-01/37964047,,Inactive,,,,0,,,,,,,4,,1.2581,,0.1311,0.2774,-0.5032,2.2195,-0.0181,-0.7782,1.6395,-1.4217,-0.0003,-0.792,2.7414,2.0554,,2.0418,-1.3265,1.2581,,,,,,,,,QC'd by EPA
2238,26757241,91751,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163833-01/37963705,,Inactive,,,,0,,,,,,,4,,0.6565,,-1.4586,0.4232,1.8365,2.161,-0.2061,-1.8598,0.5609,-0.1902,-0.8086,-1.6208,2.0559,-0.0837,,1.8369,-1.4123,0.6565,,,,,,,,,QC'd by EPA
2239,26757242,15553,C1=CC(=NC(=C1Cl)C(=O)O)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163834-01/37963288,,Inactive,,,,0,,,,,,,4,,0.7391,,-1.307,-1.2534,0.8891,0.041,-0.816,-2.3806,0.0042,-0.1855,0.3257,-1.7258,1.566,1.8509,,1.4992,-2.3371,0.7391,,,,,,,,,QC'd by EPA
2240,26757243,12881581,CC1([C@@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163835-01/37963304,,Inactive,,,,0,,,,,,,4,,1.3606,,0.3083,0.8276,0.2425,0.4781,-0.371,-2.396,0.549,-0.7134,-0.2835,-2.187,1.0217,0.4205,,1.3793,-2.3309,1.3606,,,,,,,,,QC'd by EPA
2241,26757244,12881581,CC1([C@@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163835-02/37963302,,Inactive,,,,0,,,,,,,4,,3.4395,,0.8084,0.7616,1.001,0.672,-0.4576,-3.7598,1.2597,-0.7659,0.5805,-2.3024,3.1375,2.2049,,0.4339,0.2937,3.4395,,,,,,,,,QC'd by EPA
2242,26757245,91759,CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163836-01/37964105,,Inactive,,,,0,,,,,,,4,,-0.4611,,-0.3806,0.1837,0.7204,0.8199,0.7841,-2.9472,0.0255,-1.0685,0.3078,0.1922,0.3322,0.1921,,0.3976,-0.3676,-0.4611,,,,,,,,,QC'd by EPA
2243,26757246,155906,CN1C(=NC(=O)N(C1=O)C2CCC(CC2)O)N(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163837-01/37963364,,Inactive,,,,0,,-7.55,4.9549,0.8459,-2.5904,0.5,4,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1,-0.6375,,-0.3192,0.258,1.2931,0.6995,-1.4124,-2.992,-1.581,-2.7826,-2.4788,-2.5964,0.6656,-1.535,,-0.0512,-2.0717,-0.6375,,,,,,,,,QC'd by EPA
2244,26757247,15786053,CCOP(=O)(N)OC1=CC(=C(C=C1)SC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163838-01/37964073,,Inactive,,,,0,,-7.55,4.9549,0.6548,-2.4605,0.5,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1,0.5638,,0.8052,0.9718,0.6981,0.2076,-0.8588,-4.1337,-0.5491,-0.9582,-2.6185,-3.612,0.3083,-0.2444,,0.2854,-0.0623,0.5638,,,,,,,,,QC'd by EPA
2245,26757248,3081304,CCOC1=NC(=CC2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3Cl)Cl)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163839-01/37962865,,Inactive,,,,0,,-7.45,4.9549,0.7675,-2.3677,1.5,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1,-0.9206,,1.3348,1.6853,0.9597,1.2446,0.5946,-3.1001,-1.0382,-0.7554,-3.6398,-2.982,1.3124,0.9285,,-0.7373,-1.3008,-0.9206,,,,,,,,,QC'd by EPA
2246,26757249,91768,CC(C)[C@H](C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163840-01/37963488,,Inactive,,,,0,,-5.9,4.095,0.7358,-5.8374,0,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1,0.7356,,0.6418,0.5793,0.6841,1.0463,-0.9791,-1.4521,0.6476,-0.8259,-0.554,-4.4478,0.6242,1.5039,,1.0185,-0.205,0.7356,,,,,,,,,QC'd by EPA
2247,26757251,27295,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163842-01/37963350,,Inactive,,,,0,,-4.3,1.5386,0.9672,12.5,-0.1388,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9.1214,,0.24,-0.198,0.1254,0.6016,-0.4176,-0.5323,0.3947,1.1677,-0.4847,0.0395,0.0754,0.591,,2.1345,5.203,9.1214,,,,,,,,,QC'd by EPA
2248,26757252,175967,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163843-01/37963009,,Inactive,,,,0,,-4.35,1,0.7053,8,-0.2486,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,3.3168,,-0.112,-2.2905,-0.8043,-0.2987,-0.9256,0.005,0.6507,0.8993,0.4336,0.153,0.4478,0.101,,2.1373,4.0555,3.3168,,,,,,,,,QC'd by EPA
2249,26757253,15531,C1=C(C=C(C(=C1Br)O)Br)C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163844-01/37963462,,Inactive,,,,0,,-5.95,1.8079,0.4726,-5.6326,0,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1,1.1224,,0.0062,-0.0573,0.2118,1.1371,0.8685,-1.2468,0.1747,-0.5688,-1.7771,-1.2235,0.9647,-1.6719,,0.144,-0.4719,1.1224,,,,,,,,,QC'd by EPA
2250,26757254,13543,C=CC(=O)NCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163845-01/37963245,,Inactive,,,,0,,-5.4,4.9549,0.454,5,-0.3325,4,0 0 0 0 0 0 0 0 0 1 0 1 1 1 1,0.0723,,-0.1618,0.0398,-0.0339,-0.7101,-0.0518,-1.9438,0.2916,-0.3374,-1.8978,-0.4805,1.8921,-0.9032,,0.5869,-0.9146,0.0723,,,,,,,,,QC'd by EPA
2251,26757255,13543,C=CC(=O)NCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163845-02/37963246,,Inactive,,,,0,,,,,,,4,,1.4219,,,,,,1.2827,-0.2347,0.3156,1.2752,0.0261,-1.6747,1.9066,0.0647,,-0.0557,-2.2645,2.5665,-0.2366,2.0146,-1.2746,1.4219,,,,,QC'd by EPA
2252,26757256,198155,C1=CC(=CC=C1S(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163846-01/37963392,,Inactive,,,,0,,,,,,,4,,0.9019,,-0.0813,1.6134,0.0495,0.6666,0.7602,-1.6487,0.0149,0.9777,-0.8008,-1.9997,2.0662,0.1923,,2.103,-1.3835,0.9019,,,,,,,,,QC'd by EPA
2253,26757258,33443,CCC(C)NC1=NC(=NC(=N1)NCC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163848-01/37963514,,Inactive,,,,0,,-6.5,4.9549,0.8679,-3.43,0,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1,2.6261,,0.0015,0.7792,0.0613,0.0392,-0.7601,-0.4455,0.5469,-2.152,-3.275,-3.0584,2.4652,0.5139,,1.8324,0.3964,2.6261,,,,,,,,,QC'd by EPA
2254,26757260,3286,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163850-01/37963160,,Inactive,,,,0,,-7.8,3.5117,0.3917,-1.2264,0.5,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1,3.3316,,0.0549,0.4309,0.1501,0.3314,-1.9573,-2.6887,0.2876,-0.2531,-2.1378,-1.5676,1.6268,0.4302,,1.8024,-1.6269,3.3316,,,,,,,,,QC'd by EPA
2255,26757261,23669238,C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F.[K+],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163851-01/37963919,,Inactive,,,,0,,-5.6,0.6,0.6554,-8.4394,0.5,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1,1.4922,,0.1716,0.8207,1.2566,0.2112,-0.2439,-2.6687,0.2897,-0.8561,-2.2517,-3.6995,0.7522,-1.108,,-0.5952,-2.1705,1.4922,,,,,,,,,QC'd by EPA
2256,26757262,21805,COP(=O)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163852-01/37963881,,Inactive,,,,0,,,,,,,4,,1.4315,,-0.4744,0.9767,0.0162,0.5296,-2.6898,-3.1686,0.401,-1.6434,-2.6392,-3.6022,0.0232,-0.5595,,0.7162,-1.716,1.4315,,,,,,,,,QC'd by EPA
2257,26757263,9595287,CNC(=O)O/N=C(/C(=O)N(C)C)\SC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163853-01/37962732,,Inactive,,,,0,,-6.1,1.2716,0.4862,-6.8427,0.5,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1,-0.6684,,0.7113,1.5703,1.6299,1.5408,-0.5866,-4.3289,0.4056,0.2831,-3.6736,-4.4522,0.2858,1.0049,,0.9568,0.2841,-0.6684,,,,,,,,,QC'd by EPA
2258,26757264,17432,CCOC1=NC(=NS1)C(Cl)(Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163854-01/37963885,,Inactive,,,,0,,-5.55,4.9549,0.5485,4.5,-0.2073,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7.6447,,1.2436,1.8985,0.3235,0.0572,-0.9763,-4.3394,2.0896,-0.8357,-1.7753,-0.4822,3.5497,4.089,,5.3448,0.8012,7.6447,,,,,,,,,QC'd by EPA
2259,26757265,39985,CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163855-01/37963533,,Inactive,,,,0,,,,,,,4,,-0.8236,,0.0634,-0.4026,0.0306,0.3503,-0.9187,0.2619,0.7633,1.0305,0.2186,-0.3676,0.2093,0.0204,,0.6731,0.2017,-0.8236,,,,,,,,,QC'd by EPA
2260,26757266,30479,CC(C)(C)C1=NN=C(N(C1=O)N)SC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163856-01/37963016,,Inactive,,,,0,,,,,,,4,,-0.1263,,-0.717,-1.5127,-1.0829,-0.9529,-0.5188,-1.4314,-0.8223,-1.0439,-0.3138,-1.4439,-1.1541,-0.1112,,0.205,-1.0594,-0.1263,,,,,,,,,QC'd by EPA
2261,26757267,17242,CCOP(=S)(OCC)SCCS(=O)CC,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163857-01/37963604,,Inactive,,,,0,,,,,,,4,,0.201,,-0.1858,0.1941,-0.3304,0.0589,-0.2563,-0.8687,-0.9379,-0.0927,-1.2207,-0.3819,1.997,2.5985,,0.4151,-0.625,0.201,,,,,,,,,QC'd by EPA
2262,26757268,36027,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)S(=O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163858-01/37963201,,Inactive,,,,0,,-5.65,4.9549,0.422,2,-0.1552,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3.867,,1.0282,1.1852,-0.1679,0.7681,0.5884,-1.646,-0.5771,-0.5615,-1.796,0.1545,2.5696,1.2664,,2.0505,-0.065,3.867,,,,,,,,,QC'd by EPA
2263,26757269,2776282,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[NH4+],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163859-01/37963728,,Inactive,,,,0,,-5.35,0.3,0.3426,-5.9736,1,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1,1.9804,,0.1109,0.5342,0.2354,0.9459,-0.2121,-3.3114,0.3168,-0.0322,-2.1109,-2.0799,1.7195,0.5211,,1.2523,0.4501,1.9804,,,,,,,,,QC'd by EPA
2264,26757270,210326,CCC1=CC(=CC(=C1C2=C(N3CCOCCN3C2=O)OC(=O)C(C)(C)C)CC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163860-01/37962769,,Inactive,,,,0,,,,,,,4,,2.1045,,0.8718,1.0178,0.2756,0.4206,-0.5244,-2.5372,0.5124,-0.8822,-1.2275,-1.2751,1.9447,0.7527,,2.8181,0.0424,2.1045,,,,,,,,,QC'd by EPA
2265,26757271,101525,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC(F)F)OC(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163861-01/37963700,,Inactive,,,,0,,-5.5,0.5,0.602,-6.1552,0,4,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1,-0.662,,-0.9187,-0.1107,0.8261,-0.0389,-1.3514,-1.4628,-0.0311,-1.8145,-2.0638,-2.6293,1.8897,0.9086,,2.2372,-1.3461,-0.662,,,,,,,,,QC'd by EPA
2266,26757272,34469,CCCN(CCC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/ahr-epa-p1/NCGC00163862-01/37963029,,Inactive,,,,0,,-7.8,4.9549,0.4885,-1.7162,0.5,4,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1,2.9941,,-0.0818,0.2284,0.6695,0.0231,-2.5461,-2.6802,0.7593,-2.1083,-2.5487,-1.0525,2.0249,-1.009,,1.7014,-0.8529,2.9941,,,,,,,,,QC'd by EPA
